case,dataset,image_hw,input_c,output_c,base_dim,plot_index,operator_index_27,plot_row_kind,node,op_type,source_nodes,alpha_visible,beta_output,output_top_beta,output_bottom_beta,ct,ct_count_raw,rotation,diagonal_count,bootstrap_count,bootstrap_ct_count,bootstrap_source_node,bootstrap_reason_folded,folded_activation_node,folded_activation_edge_kind,folded_activation_edge_detail,bootstrap_drop_count,bootstrap_drop_ct_saved,bootstrap_drop_slots_saved,bootstrap_drop_detail,edge_kind,incoming_edge_kind,edge_kind_counts,edge_kind_detail,edge_carry_count,edge_fused_count,edge_explicit_count,edge_bootstrap_drop_count_raw,edge_layout_changed_count,edge_carry_halo_count,folded_skip_merge_node,folded_skip_merge_edge_kind,folded_skip_merge_edge_kind_counts,folded_skip_merge_edge_detail,folded_skip_merge_explicit_count,folded_skip_merge_carry_count,folded_skip_merge_fused_count,plot_edge_label,output_gap,output_shape,fhe_output_shape,selected_output_layout,folding_note
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,11,11,operator,enc4b,Conv2d,enc4a_act,13,0,0,0,14,14,270336,3538944,0,0,,,,carry,enc4b->enc4b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc4a_act->enc4b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc4b:fused,8,1x256x48x36,1x4x384x288,"{""bottom_beta"":0,""core_slots"":442368,""gap"":8,""stored_slots"":442368,""stride"":2,""tile_count"":14,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,12,12,operator,pool4,AvgPool2d,enc4b_act,6,1,1,1,4,4,2816,5632,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc4b_act->pool4:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,0,0,,,,,0,0,0,pool4:carry,16,1x256x24x18,1x1x384x288,"{""bottom_beta"":1,""core_slots"":110592,""gap"":16,""stored_slots"":119808,""stride"":1,""tile_count"":4,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,13,13,operator,bottlenecka,Conv2d,pool4,6,1,1,1,8,8,532480,7077888,7,7,bottlenecka_act,child_level_exceeds_output_level,bottlenecka_act,carry+bootstrap-drop,bottlenecka->bottlenecka_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->bottleneckb:bootstrap-drop:drop_halo_before_bootstrap,1,1,18432,bootstrap-boundary->bottleneckb:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool4->bottlenecka:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,bottlenecka:fused,16,1x512x24x18,1x2x384x288,"{""bottom_beta"":1,""core_slots"":221184,""gap"":16,""stored_slots"":239616,""stride"":1,""tile_count"":8,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,14,14,operator,bottleneckb,Conv2d,bottlenecka_act,6,1,1,1,8,8,1064960,14155776,0,0,,,,carry,bottleneckb->bottleneckb_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,bottlenecka_act->bottleneckb:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,bottleneckb:fused,16,1x512x24x18,1x2x384x288,"{""bottom_beta"":1,""core_slots"":221184,""gap"":16,""stored_slots"":239616,""stride"":2,""tile_count"":8,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,15,15,operator,up4,ConvTranspose2d,bottleneckb_act,12,2,2,2,15,15,8192,2883584,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,bottleneckb_act->up4:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,0,1,,,,,0,0,0,up4:carry,8,1x256x48x36,1x4x384x288,"{""bottom_beta"":2,""core_slots"":442368,""gap"":8,""stored_slots"":479232,""stride"":2,""tile_count"":15,""top_beta"":2}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,16,16,operator,dec4a,Conv2d,cat4,12,1,1,1,15,15,18432,8257536,14,14,dec4a_act,child_level_exceeds_output_level,dec4a_act,carry+bootstrap-drop,dec4a->dec4a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->dec4b:bootstrap-drop:drop_halo_before_bootstrap,1,1,18432,bootstrap-boundary->dec4b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat4->dec4a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,cat4,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc4b_act->cat4:explicit:dp_add_input_alignment:mode=halo_local;up4->cat4:carry:layout_same_carry_halo:mode=halo_local,1,1,0,cat4:mixed:carry+explicit | dec4a:fused,8,1x256x48x36,1x4x384x288,"{""bottom_beta"":1,""core_slots"":442368,""gap"":8,""stored_slots"":460800,""stride"":1,""tile_count"":15,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,17,17,operator,dec4b,Conv2d,dec4a_act,12,1,1,1,15,15,270336,3538944,0,0,,,,carry,dec4b->dec4b_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec4a_act->dec4b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,dec4b:fused,8,1x256x48x36,1x4x384x288,"{""bottom_beta"":1,""core_slots"":442368,""gap"":8,""stored_slots"":460800,""stride"":2,""tile_count"":15,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,18,18,operator,up3,ConvTranspose2d,dec4b_act,26,2,2,2,29,29,4096,786432,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec4b_act->up3:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,0,1,,,,,0,0,0,up3:carry,4,1x128x96x72,1x8x384x288,"{""bottom_beta"":2,""core_slots"":884736,""gap"":4,""stored_slots"":921600,""stride"":2,""tile_count"":29,""top_beta"":2}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,19,19,operator,dec3a,Conv2d,cat3,27,1,1,1,28,28,9216,2064384,27,27,dec3a_act,child_level_exceeds_output_level,dec3a_act,carry+bootstrap-drop,dec3a->dec3a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->dec3b:bootstrap-drop:drop_halo_before_bootstrap,1,1,18432,bootstrap-boundary->dec3b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat3->dec3a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,cat3,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc3b_act->cat3:explicit:dp_add_input_alignment:mode=halo_local;up3->cat3:carry:layout_same_carry_halo:mode=halo_local,1,1,0,cat3:mixed:carry+explicit | dec3a:fused,4,1x128x96x72,1x8x384x288,"{""bottom_beta"":1,""core_slots"":884736,""gap"":4,""stored_slots"":903168,""stride"":1,""tile_count"":28,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,20,20,operator,dec3b,Conv2d,dec3a_act,27,1,1,1,28,28,69632,884736,0,0,,,,carry,dec3b->dec3b_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec3a_act->dec3b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,dec3b:fused,4,1x128x96x72,1x8x384x288,"{""bottom_beta"":1,""core_slots"":884736,""gap"":4,""stored_slots"":903168,""stride"":2,""tile_count"":28,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,21,21,operator,up2,ConvTranspose2d,dec3b_act,54,2,2,2,56,56,2048,196608,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec3b_act->up2:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,0,1,,,,,0,0,0,up2:carry,2,1x64x192x144,1x16x384x288,"{""bottom_beta"":2,""core_slots"":1769472,""gap"":2,""stored_slots"":1806336,""stride"":2,""tile_count"":56,""top_beta"":2}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,22,22,operator,dec2a,Conv2d,cat2,55,1,1,1,55,55,4608,516096,54,54,dec2a_act,child_level_exceeds_output_level,dec2a_act,carry+bootstrap-drop,dec2a->dec2a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->dec2b:bootstrap-drop:drop_halo_before_bootstrap,1,1,18432,bootstrap-boundary->dec2b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat2->dec2a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,cat2,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc2b_act->cat2:explicit:dp_add_input_alignment:mode=halo_local;up2->cat2:carry:layout_same_carry_halo:mode=halo_local,1,1,0,cat2:mixed:carry+explicit | dec2a:fused,2,1x64x192x144,1x16x384x288,"{""bottom_beta"":1,""core_slots"":1769472,""gap"":2,""stored_slots"":1787904,""stride"":1,""tile_count"":55,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,23,23,operator,dec2b,Conv2d,dec2a_act,55,1,1,1,55,55,18432,221184,0,0,,,,carry,dec2b->dec2b_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec2a_act->dec2b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,dec2b:fused,2,1x64x192x144,1x16x384x288,"{""bottom_beta"":1,""core_slots"":1769472,""gap"":2,""stored_slots"":1787904,""stride"":2,""tile_count"":55,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,24,24,operator,up1,ConvTranspose2d,dec2b_act,111,2,2,2,110,110,1024,57344,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec2b_act->up1:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,0,1,,,,,0,0,0,up1:carry,1,1x32x384x288,1x32x384x288,"{""bottom_beta"":2,""core_slots"":3538944,""gap"":1,""stored_slots"":3575808,""stride"":2,""tile_count"":110,""top_beta"":2}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,25,25,operator,dec1a,Conv2d,cat1,112,1,1,1,109,109,2304,129024,108,108,dec1a_act,child_level_exceeds_output_level,dec1a_act,carry+bootstrap-drop,dec1a->dec1a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->dec1b:bootstrap-drop:drop_halo_before_bootstrap,1,1,18432,bootstrap-boundary->dec1b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat1->dec1a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,cat1,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc1b_act->cat1:explicit:dp_add_input_alignment:mode=halo_local;up1->cat1:carry:layout_same_carry_halo:mode=halo_local,1,1,0,cat1:mixed:carry+explicit | dec1a:fused,1,1x32x384x288,1x32x384x288,"{""bottom_beta"":1,""core_slots"":3538944,""gap"":1,""stored_slots"":3557376,""stride"":1,""tile_count"":109,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,26,26,operator,dec1b,Conv2d,dec1a_act,113,0,0,0,108,108,8192,61440,0,0,,,,carry,dec1b->dec1b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec1a_act->dec1b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,dec1b:fused,1,1x32x384x288,1x32x384x288,"{""bottom_beta"":0,""core_slots"":3538944,""gap"":1,""stored_slots"":3538944,""stride"":1,""tile_count"":108,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,27,27,operator,output,Conv2d,dec1b_act,113,0,0,0,4,4,640,128,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec1b_act->output:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,0,0,,,,,0,0,0,output:carry,1,1x1x384x288,1x1x384x288,"{""bottom_beta"":0,""gap"":1,""stored_slots"":110592,""stride"":1,""tile_count"":4,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,1,1,operator,enc1a,Conv2d,x,84,1,1,1,145,145,1184,9600,0,0,,,,carry,enc1a->enc1a_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,x->enc1a:carry:layout_same_carry_halo:mode=native_halo_stripe,1,0,0,0,0,1,,,,,0,0,0,enc1a:carry,1,1x32x384x384,1x32x384x384,"{""bottom_beta"":1,""core_slots"":4718592,""gap"":1,""stored_slots"":4743168,""stride"":1,""tile_count"":145,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,2,2,operator,enc1b,Conv2d,enc1a_act,85,0,0,0,144,144,9472,76800,144,144,enc1b,child_level_exceeds_output_level,,carry,enc1b->enc1b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc1a_act->enc1b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc1b:fused,1,1x32x384x384,1x32x384x384,"{""bottom_beta"":0,""core_slots"":4718592,""gap"":1,""stored_slots"":4718592,""stride"":1,""tile_count"":144,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,3,3,operator,pool1,AvgPool2d,enc1b_act,41,1,1,1,37,37,416,832,0,0,,,,,,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc1b_act->pool1:fused:layout_changed_by_AvgPool2d:mode=halo_local,0,1,0,0,1,0,,,,,0,0,0,pool1:fused,2,1x32x192x192,1x8x384x384,"{""bottom_beta"":1,""core_slots"":1179648,""gap"":2,""stored_slots"":1191936,""stride"":1,""tile_count"":37,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,4,4,operator,enc2a,Conv2d,pool1,42,1,1,1,73,73,13568,145408,72,72,enc2a_act,child_level_exceeds_output_level,enc2a_act,carry+bootstrap-drop,enc2a->enc2a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->enc2b:bootstrap-drop:drop_halo_before_bootstrap,1,1,24576,bootstrap-boundary->enc2b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool1->enc2a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc2a:fused,2,1x64x192x192,1x16x384x384,"{""bottom_beta"":1,""core_slots"":2359296,""gap"":2,""stored_slots"":2383872,""stride"":1,""tile_count"":73,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,5,5,operator,enc2b,Conv2d,enc2a_act,42,0,0,0,72,72,27136,290816,0,0,,,,carry,enc2b->enc2b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc2a_act->enc2b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc2b:fused,2,1x64x192x192,1x16x384x384,"{""bottom_beta"":0,""core_slots"":2359296,""gap"":2,""stored_slots"":2359296,""stride"":2,""tile_count"":72,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,6,6,operator,pool2,AvgPool2d,enc2b_act,20,1,1,1,19,19,832,1664,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc2b_act->pool2:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,0,0,,,,,0,0,0,pool2:carry,4,1x64x96x96,1x4x384x384,"{""bottom_beta"":1,""core_slots"":589824,""gap"":4,""stored_slots"":602112,""stride"":1,""tile_count"":19,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,7,7,operator,enc3a,Conv2d,pool2,20,1,1,1,37,37,43520,565248,36,36,enc3a_act,child_level_exceeds_output_level,enc3a_act,carry+bootstrap-drop,enc3a->enc3a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->enc3b:bootstrap-drop:drop_halo_before_bootstrap,1,1,24576,bootstrap-boundary->enc3b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool2->enc3a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc3a:fused,4,1x128x96x96,1x8x384x384,"{""bottom_beta"":1,""core_slots"":1179648,""gap"":4,""stored_slots"":1204224,""stride"":1,""tile_count"":37,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,8,8,operator,enc3b,Conv2d,enc3a_act,21,0,0,0,36,36,87040,1130496,0,0,,,,carry,enc3b->enc3b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc3a_act->enc3b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc3b:fused,4,1x128x96x96,1x8x384x384,"{""bottom_beta"":0,""core_slots"":1179648,""gap"":4,""stored_slots"":1179648,""stride"":2,""tile_count"":36,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,9,9,operator,pool3,AvgPool2d,enc3b_act,9,1,1,1,10,10,1408,2816,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc3b_act->pool3:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,0,0,,,,,0,0,0,pool3:carry,8,1x128x48x48,1x2x384x384,"{""bottom_beta"":1,""core_slots"":294912,""gap"":8,""stored_slots"":307200,""stride"":1,""tile_count"":10,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,10,10,operator,enc4a,Conv2d,pool3,10,1,1,1,19,19,168960,2260992,18,18,enc4a_act,child_level_exceeds_output_level,enc4a_act,carry+bootstrap-drop,enc4a->enc4a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->enc4b:bootstrap-drop:drop_halo_before_bootstrap,1,1,24576,bootstrap-boundary->enc4b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool3->enc4a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc4a:fused,8,1x256x48x48,1x4x384x384,"{""bottom_beta"":1,""core_slots"":589824,""gap"":8,""stored_slots"":614400,""stride"":1,""tile_count"":19,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,11,11,operator,enc4b,Conv2d,enc4a_act,10,0,0,0,18,18,337920,4521984,0,0,,,,carry,enc4b->enc4b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc4a_act->enc4b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc4b:fused,8,1x256x48x48,1x4x384x384,"{""bottom_beta"":0,""core_slots"":589824,""gap"":8,""stored_slots"":589824,""stride"":2,""tile_count"":18,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,12,12,operator,pool4,AvgPool2d,enc4b_act,4,1,1,1,5,5,3072,6144,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc4b_act->pool4:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,0,0,,,,,0,0,0,pool4:carry,16,1x256x24x24,1x1x384x384,"{""bottom_beta"":1,""core_slots"":147456,""gap"":16,""stored_slots"":159744,""stride"":1,""tile_count"":5,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,13,13,operator,bottlenecka,Conv2d,pool4,4,1,1,1,10,10,665600,9043968,9,9,bottlenecka_act,child_level_exceeds_output_level,bottlenecka_act,carry+bootstrap-drop,bottlenecka->bottlenecka_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->bottleneckb:bootstrap-drop:drop_halo_before_bootstrap,1,1,24576,bootstrap-boundary->bottleneckb:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool4->bottlenecka:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,bottlenecka:fused,16,1x512x24x24,1x2x384x384,"{""bottom_beta"":1,""core_slots"":294912,""gap"":16,""stored_slots"":319488,""stride"":1,""tile_count"":10,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,14,14,operator,bottleneckb,Conv2d,bottlenecka_act,4,1,1,1,10,10,1331200,18087936,0,0,,,,carry,bottleneckb->bottleneckb_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,bottlenecka_act->bottleneckb:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,bottleneckb:fused,16,1x512x24x24,1x2x384x384,"{""bottom_beta"":1,""core_slots"":294912,""gap"":16,""stored_slots"":319488,""stride"":2,""tile_count"":10,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,15,15,operator,up4,ConvTranspose2d,bottleneckb_act,9,2,2,2,20,20,10240,4194304,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,bottleneckb_act->up4:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,0,1,,,,,0,0,0,up4:carry,8,1x256x48x48,1x4x384x384,"{""bottom_beta"":2,""core_slots"":589824,""gap"":8,""stored_slots"":638976,""stride"":2,""tile_count"":20,""top_beta"":2}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
