case,dataset,image_hw,input_c,output_c,base_dim,plot_index,operator_index_27,plot_row_kind,node,op_type,source_nodes,alpha_visible,beta_output,output_top_beta,output_bottom_beta,ct,ct_count_raw,rotation,diagonal_count,bootstrap_count,bootstrap_ct_count,bootstrap_source_node,bootstrap_reason_folded,folded_activation_node,folded_activation_edge_kind,folded_activation_edge_detail,bootstrap_drop_count,bootstrap_drop_ct_saved,bootstrap_drop_slots_saved,bootstrap_drop_detail,edge_kind,incoming_edge_kind,edge_kind_counts,edge_kind_detail,edge_carry_count,edge_fused_count,edge_explicit_count,edge_bootstrap_drop_count_raw,edge_layout_changed_count,edge_carry_halo_count,folded_skip_merge_node,folded_skip_merge_edge_kind,folded_skip_merge_edge_kind_counts,folded_skip_merge_edge_detail,folded_skip_merge_explicit_count,folded_skip_merge_carry_count,folded_skip_merge_fused_count,plot_edge_label,output_gap,output_shape,fhe_output_shape,selected_output_layout,folding_note
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,4,4,operator,enc2a,Conv2d,pool1,71,1,1,1,25,25,6656,53248,25,25,enc2a_act,child_level_exceeds_output_level,enc2a_act,carry,enc2a->enc2a_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool1->enc2a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc2a:fused,2,1x64x112x112,1x16x224x224,"{""bottom_beta"":1,""core_slots"":802816,""gap"":2,""stored_slots"":817152,""stride"":1,""tile_count"":25,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,5,5,operator,enc2b,Conv2d,enc2a_act,71,0,0,0,25,25,13312,106496,0,0,,,,carry,enc2b->enc2b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc2a_act->enc2b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc2b:fused,2,1x64x112x112,1x16x224x224,"{""bottom_beta"":0,""core_slots"":802816,""gap"":2,""stored_slots"":802816,""stride"":2,""tile_count"":25,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,6,6,operator,pool2,AvgPool2d,enc2b_act,32,1,1,1,7,7,320,640,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc2b_act->pool2:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,0,0,,,,,0,0,0,pool2:carry,4,1x64x56x56,1x4x224x224,"{""bottom_beta"":1,""core_slots"":200704,""gap"":4,""stored_slots"":207872,""stride"":1,""tile_count"":7,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,7,7,operator,enc3a,Conv2d,pool2,34,1,1,1,13,13,17408,196608,13,13,enc3a_act,child_level_exceeds_output_level,enc3a_act,carry,enc3a->enc3a_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool2->enc3a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc3a:fused,4,1x128x56x56,1x8x224x224,"{""bottom_beta"":1,""core_slots"":401408,""gap"":4,""stored_slots"":415744,""stride"":1,""tile_count"":13,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,8,8,operator,enc3b,Conv2d,enc3a_act,34,0,0,0,13,13,34816,393216,0,0,,,,carry,enc3b->enc3b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc3a_act->enc3b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc3b:fused,4,1x128x56x56,1x8x224x224,"{""bottom_beta"":0,""core_slots"":401408,""gap"":4,""stored_slots"":401408,""stride"":2,""tile_count"":13,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,9,9,operator,pool3,AvgPool2d,enc3b_act,14,1,1,1,4,4,640,1280,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc3b_act->pool3:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,0,0,,,,,0,0,0,pool3:carry,8,1x128x28x28,1x2x224x224,"{""bottom_beta"":1,""core_slots"":100352,""gap"":8,""stored_slots"":107520,""stride"":1,""tile_count"":4,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,10,10,operator,enc4a,Conv2d,pool3,16,1,1,1,7,7,67584,786432,7,7,enc4a_act,child_level_exceeds_output_level,enc4a_act,carry,enc4a->enc4a_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool3->enc4a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc4a:fused,8,1x256x28x28,1x4x224x224,"{""bottom_beta"":1,""core_slots"":200704,""gap"":8,""stored_slots"":215040,""stride"":1,""tile_count"":7,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,11,11,operator,enc4b,Conv2d,enc4a_act,16,0,0,0,7,7,135168,1572864,0,0,,,,carry,enc4b->enc4b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc4a_act->enc4b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc4b:fused,8,1x256x28x28,1x4x224x224,"{""bottom_beta"":0,""core_slots"":200704,""gap"":8,""stored_slots"":200704,""stride"":2,""tile_count"":7,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,12,12,operator,pool4,AvgPool2d,enc4b_act,7,1,1,1,2,2,1280,2560,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc4b_act->pool4:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,0,0,,,,,0,0,0,pool4:carry,16,1x256x14x14,1x1x224x224,"{""bottom_beta"":1,""core_slots"":50176,""gap"":16,""stored_slots"":57344,""stride"":1,""tile_count"":2,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,13,13,operator,bottlenecka,Conv2d,pool4,7,1,1,1,4,4,266240,3145728,4,4,bottlenecka_act,child_level_exceeds_output_level,bottlenecka_act,carry,bottlenecka->bottlenecka_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool4->bottlenecka:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,bottlenecka:fused,16,1x512x14x14,1x2x224x224,"{""bottom_beta"":1,""core_slots"":100352,""gap"":16,""stored_slots"":114688,""stride"":1,""tile_count"":4,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,14,14,operator,bottleneckb,Conv2d,bottlenecka_act,7,1,1,1,4,4,532480,6291456,0,0,,,,carry,bottleneckb->bottleneckb_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,bottlenecka_act->bottleneckb:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,bottleneckb:fused,16,1x512x14x14,1x2x224x224,"{""bottom_beta"":1,""core_slots"":100352,""gap"":16,""stored_slots"":114688,""stride"":2,""tile_count"":4,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,15,15,operator,up4,ConvTranspose2d,bottleneckb_act,16,2,2,2,7,7,4096,1310720,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,bottleneckb_act->up4:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,0,1,,,,,0,0,0,up4:carry,8,1x256x28x28,1x4x224x224,"{""bottom_beta"":2,""core_slots"":200704,""gap"":8,""stored_slots"":229376,""stride"":2,""tile_count"":7,""top_beta"":2}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,16,16,operator,dec4a,Conv2d,cat4,16,1,1,1,7,7,9216,3538944,7,7,dec4a_act,child_level_exceeds_output_level,dec4a_act,carry,dec4a->dec4a_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat4->dec4a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,cat4,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc4b_act->cat4:explicit:dp_add_input_alignment:mode=halo_local;up4->cat4:carry:layout_same_carry_halo:mode=halo_local,1,1,0,cat4:mixed:carry+explicit | dec4a:fused,8,1x256x28x28,1x4x224x224,"{""bottom_beta"":1,""core_slots"":200704,""gap"":8,""stored_slots"":215040,""stride"":1,""tile_count"":7,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,17,17,operator,dec4b,Conv2d,dec4a_act,16,1,1,1,7,7,135168,1572864,0,0,,,,carry,dec4b->dec4b_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec4a_act->dec4b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,dec4b:fused,8,1x256x28x28,1x4x224x224,"{""bottom_beta"":1,""core_slots"":200704,""gap"":8,""stored_slots"":215040,""stride"":2,""tile_count"":7,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,18,18,operator,up3,ConvTranspose2d,dec4b_act,32,2,2,2,14,14,2048,327680,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec4b_act->up3:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,0,1,,,,,0,0,0,up3:carry,4,1x128x56x56,1x8x224x224,"{""bottom_beta"":2,""core_slots"":401408,""gap"":4,""stored_slots"":430080,""stride"":2,""tile_count"":14,""top_beta"":2}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,19,19,operator,dec3a,Conv2d,cat3,34,1,1,1,13,13,4608,884736,13,13,dec3a_act,child_level_exceeds_output_level,dec3a_act,carry,dec3a->dec3a_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat3->dec3a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,cat3,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc3b_act->cat3:explicit:dp_add_input_alignment:mode=halo_local;up3->cat3:carry:layout_same_carry_halo:mode=halo_local,1,1,0,cat3:mixed:carry+explicit | dec3a:fused,4,1x128x56x56,1x8x224x224,"{""bottom_beta"":1,""core_slots"":401408,""gap"":4,""stored_slots"":415744,""stride"":1,""tile_count"":13,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,20,20,operator,dec3b,Conv2d,dec3a_act,34,1,1,1,13,13,34816,393216,0,0,,,,carry,dec3b->dec3b_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec3a_act->dec3b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,dec3b:fused,4,1x128x56x56,1x8x224x224,"{""bottom_beta"":1,""core_slots"":401408,""gap"":4,""stored_slots"":415744,""stride"":2,""tile_count"":13,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,21,21,operator,up2,ConvTranspose2d,dec3b_act,68,2,2,2,26,26,1024,98304,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec3b_act->up2:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,0,1,,,,,0,0,0,up2:carry,2,1x64x112x112,1x16x224x224,"{""bottom_beta"":2,""core_slots"":802816,""gap"":2,""stored_slots"":831488,""stride"":2,""tile_count"":26,""top_beta"":2}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,22,22,operator,dec2a,Conv2d,cat2,71,1,1,1,25,25,2304,221184,25,25,dec2a_act,child_level_exceeds_output_level,dec2a_act,carry,dec2a->dec2a_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat2->dec2a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,cat2,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc2b_act->cat2:explicit:dp_add_input_alignment:mode=halo_local;up2->cat2:carry:layout_same_carry_halo:mode=halo_local,1,1,0,cat2:mixed:carry+explicit | dec2a:fused,2,1x64x112x112,1x16x224x224,"{""bottom_beta"":1,""core_slots"":802816,""gap"":2,""stored_slots"":817152,""stride"":1,""tile_count"":25,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,23,23,operator,dec2b,Conv2d,dec2a_act,71,1,1,1,25,25,13312,106496,0,0,,,,carry,dec2b->dec2b_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec2a_act->dec2b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,dec2b:fused,2,1x64x112x112,1x16x224x224,"{""bottom_beta"":1,""core_slots"":802816,""gap"":2,""stored_slots"":817152,""stride"":2,""tile_count"":25,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,24,24,operator,up1,ConvTranspose2d,dec2b_act,143,2,2,2,50,50,512,24576,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec2b_act->up1:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,0,1,,,,,0,0,0,up1:carry,1,1x32x224x224,1x32x224x224,"{""bottom_beta"":2,""core_slots"":1605632,""gap"":1,""stored_slots"":1634304,""stride"":2,""tile_count"":50,""top_beta"":2}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,25,25,operator,dec1a,Conv2d,cat1,143,1,1,1,50,50,1152,55296,49,49,dec1a_act,child_level_exceeds_output_level,dec1a_act,carry+bootstrap-drop,dec1a->dec1a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->dec1b:bootstrap-drop:drop_halo_before_bootstrap,1,1,14336,bootstrap-boundary->dec1b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat1->dec1a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,cat1,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc1b_act->cat1:explicit:dp_add_input_alignment:mode=halo_local;up1->cat1:carry:layout_same_carry_halo:mode=halo_local,1,1,0,cat1:mixed:carry+explicit | dec1a:fused,1,1x32x224x224,1x32x224x224,"{""bottom_beta"":1,""core_slots"":1605632,""gap"":1,""stored_slots"":1619968,""stride"":1,""tile_count"":50,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,26,26,operator,dec1b,Conv2d,dec1a_act,146,0,0,0,49,49,3584,26624,0,0,,,,carry,dec1b->dec1b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec1a_act->dec1b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,dec1b:fused,1,1x32x224x224,1x32x224x224,"{""bottom_beta"":0,""core_slots"":1605632,""gap"":1,""stored_slots"":1605632,""stride"":1,""tile_count"":49,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
224x224_HanCo_Hand,HanCo Hand Segmentation Dataset,224x224,3,1,32,27,27,operator,output,Conv2d,dec1b_act,146,0,0,0,2,2,192,64,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec1b_act->output:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,0,0,,,,,0,0,0,output:carry,1,1x1x224x224,1x1x224x224,"{""bottom_beta"":0,""gap"":1,""stored_slots"":50176,""stride"":1,""tile_count"":2,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,1,1,operator,enc1a,Conv2d,x,112,1,1,1,109,109,768,5760,0,0,,,,carry,enc1a->enc1a_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,x->enc1a:carry:layout_same_carry_halo:mode=native_halo_stripe,1,0,0,0,0,1,,,,,0,0,0,enc1a:carry,1,1x32x384x288,1x32x384x288,"{""bottom_beta"":1,""core_slots"":3538944,""gap"":1,""stored_slots"":3557376,""stride"":1,""tile_count"":109,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,2,2,operator,enc1b,Conv2d,enc1a_act,113,0,0,0,108,108,8192,61440,108,108,enc1b,child_level_exceeds_output_level,,carry,enc1b->enc1b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc1a_act->enc1b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc1b:fused,1,1x32x384x288,1x32x384x288,"{""bottom_beta"":0,""core_slots"":3538944,""gap"":1,""stored_slots"":3538944,""stride"":1,""tile_count"":108,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,3,3,operator,pool1,AvgPool2d,enc1b_act,54,1,1,1,28,28,352,704,0,0,,,,,,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc1b_act->pool1:fused:layout_changed_by_AvgPool2d:mode=halo_local,0,1,0,0,1,0,,,,,0,0,0,pool1:fused,2,1x32x192x144,1x8x384x288,"{""bottom_beta"":1,""core_slots"":884736,""gap"":2,""stored_slots"":893952,""stride"":1,""tile_count"":28,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,4,4,operator,enc2a,Conv2d,pool1,55,1,1,1,55,55,9216,110592,54,54,enc2a_act,child_level_exceeds_output_level,enc2a_act,carry+bootstrap-drop,enc2a->enc2a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->enc2b:bootstrap-drop:drop_halo_before_bootstrap,1,1,18432,bootstrap-boundary->enc2b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool1->enc2a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc2a:fused,2,1x64x192x144,1x16x384x288,"{""bottom_beta"":1,""core_slots"":1769472,""gap"":2,""stored_slots"":1787904,""stride"":1,""tile_count"":55,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,5,5,operator,enc2b,Conv2d,enc2a_act,56,0,0,0,54,54,18432,221184,0,0,,,,carry,enc2b->enc2b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc2a_act->enc2b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc2b:fused,2,1x64x192x144,1x16x384x288,"{""bottom_beta"":0,""core_slots"":1769472,""gap"":2,""stored_slots"":1769472,""stride"":2,""tile_count"":54,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,6,6,operator,pool2,AvgPool2d,enc2b_act,27,1,1,1,14,14,640,1280,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc2b_act->pool2:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,0,0,,,,,0,0,0,pool2:carry,4,1x64x96x72,1x4x384x288,"{""bottom_beta"":1,""core_slots"":442368,""gap"":4,""stored_slots"":451584,""stride"":1,""tile_count"":14,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,7,7,operator,enc3a,Conv2d,pool2,27,1,1,1,28,28,34816,442368,27,27,enc3a_act,child_level_exceeds_output_level,enc3a_act,carry+bootstrap-drop,enc3a->enc3a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->enc3b:bootstrap-drop:drop_halo_before_bootstrap,1,1,18432,bootstrap-boundary->enc3b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool2->enc3a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc3a:fused,4,1x128x96x72,1x8x384x288,"{""bottom_beta"":1,""core_slots"":884736,""gap"":4,""stored_slots"":903168,""stride"":1,""tile_count"":28,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,8,8,operator,enc3b,Conv2d,enc3a_act,28,0,0,0,27,27,69632,884736,0,0,,,,carry,enc3b->enc3b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,enc3a_act->enc3b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc3b:fused,4,1x128x96x72,1x8x384x288,"{""bottom_beta"":0,""core_slots"":884736,""gap"":4,""stored_slots"":884736,""stride"":2,""tile_count"":27,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,9,9,operator,pool3,AvgPool2d,enc3b_act,12,1,1,1,8,8,1280,2560,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,enc3b_act->pool3:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,0,0,,,,,0,0,0,pool3:carry,8,1x128x48x36,1x2x384x288,"{""bottom_beta"":1,""core_slots"":221184,""gap"":8,""stored_slots"":230400,""stride"":1,""tile_count"":8,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x288_CVC_ClinicDB,CVC-ClinicDB,384x288,3,1,32,10,10,operator,enc4a,Conv2d,pool3,12,1,1,1,15,15,135168,1769472,14,14,enc4a_act,child_level_exceeds_output_level,enc4a_act,carry+bootstrap-drop,enc4a->enc4a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->enc4b:bootstrap-drop:drop_halo_before_bootstrap,1,1,18432,bootstrap-boundary->enc4b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,pool3->enc4a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,enc4a:fused,8,1x256x48x36,1x4x384x288,"{""bottom_beta"":1,""core_slots"":442368,""gap"":8,""stored_slots"":460800,""stride"":1,""tile_count"":15,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
